order_id,date,vendor,item_num,item_name,item_asin,item_qty,item_unit_price,item_vat_rate,item_vat_amount,item_total,item_category,order_subtotal,order_tax,order_total,has_pdf,pdf_file
404-6782882-2023506,2022-11-19,Amazon EU,10,"7 Magnífics Senat del Montsant, Vino Tinto, 75 cl - 750 ml",B01N2N7K3S,3,8.89,21,5.61,32.28,Bebidas,2060.86,307.88,2360.14,yes,pdfs/20221123_Tax Invoice_404-6782882-2023506.pdf
404-6782882-2023506,2022-11-19,Amazon EU,11,"Estuche regalo 2 Cavas Anna de Codorníu + 1 Vino tinto Legaris Roble, DO Ribera del Duero - 3 botell",B09M7FQT9G,3,15.12,21,9.51,54.87,Bebidas,2060.86,307.88,2360.14,yes,pdfs/20221123_Tax Invoice_404-6782882-2023506.pdf
404-6782882-2023506,2022-11-19,Amazon EU,12,"LinStyle Juguetes Apilables, Juguetes Niños 1 2 3 Años, 6 Piezas Bloques Construccion Cubos Apilable",B0BG55CYNM,1,11.23,0,0,11.23,Bebés,2060.86,307.88,2360.14,yes,pdfs/20221123_Tax Invoice_404-6782882-2023506.pdf
404-6782882-2023506,2022-11-19,Amazon EU,13,"Mattel Games - Pictionary, Juegos de Mesa (Mattel DKD51)",B01BKBWKFU,1,17.35,0,0,17.35,Juegos,2060.86,307.88,2360.14,yes,pdfs/20221123_Tax Invoice_404-6782882-2023506.pdf
404-6782882-2023506,2022-11-19,Amazon EU,14,"Cenote Añejo - Tequila Añejo Premium 100% agave azul, 700 ml",B07BHQHBFY,1,42.59,21,8.94,51.53,Alimentación,2060.86,307.88,2360.14,yes,pdfs/20221123_Tax Invoice_404-6782882-2023506.pdf
404-6782882-2023506,2022-11-19,Amazon EU,15,"Amazon Essentials Disney | Marvel | Star Wars Pijama Ceñido de Algodón con Pies Unisex Niño, Pack de",B08WY468JB,1,14.75,0,0,14.75,Ropa/Calzado,2060.86,307.88,2360.14,yes,pdfs/20221123_Tax Invoice_404-6782882-2023506.pdf
404-6782882-2023506,2022-11-19,Amazon EU,16,"Ninja Freidora de aire Foodi MAX [AF400EUCP] doble compartimento, 9,5 l de capacidad, 2 cajones, 6 f",B09ZYLM43B,1,156.19,0,0,156.19,Alimentación,2060.86,307.88,2360.14,yes,pdfs/20221123_Tax Invoice_404-6782882-2023506.pdf
404-6782882-2023506,2022-11-19,Amazon EU,17,"Televisor LG 50UQ80006LB - Smart TV webOS22 50 pulgadas (126 cm) 4K UHD, Procesador de Gran Potencia",B0B3JF63WD,1,309.91,21,65.08,374.99,Electrónica,2060.86,307.88,2360.14,yes,pdfs/20221123_Tax Invoice_404-6782882-2023506.pdf
404-6782882-2023506,2022-11-19,Amazon EU,18,"La Guilde du Cognac - Cognac Petit Champagne 700ml, 42% - Edición Limitada con Denominación de Orige",B00F9RXJ0W,1,104.94,21,22.04,126.98,Bebidas,2060.86,307.88,2360.14,yes,pdfs/20221123_Tax Invoice_404-6782882-2023506.pdf
404-6782882-2023506,2022-11-19,Amazon EU,19,Baileys Licor The Original Irish Cream - 1500 ml,B004EAJ1P2,2,18.02,21,7.58,43.62,Bebidas,2060.86,307.88,2360.14,yes,pdfs/20221123_Tax Invoice_404-6782882-2023506.pdf
404-6782882-2023506,2022-11-19,Amazon EU,20,RIEDEL 6416/180 - Globo,B000W0656Q,3,37.73,0,0,113.19,Juegos,2060.86,307.88,2360.14,yes,pdfs/20221123_Tax Invoice_404-6782882-2023506.pdf
404-6782882-2023506,2022-11-19,Amazon EU,21,"JANOD BATALLA NAVAL PIRATAS (J02835), multicolor (1)",B00C87U5E4,1,16.52,0,0,16.52,Otros,2060.86,307.88,2360.14,yes,pdfs/20221123_Tax Invoice_404-6782882-2023506.pdf
404-6782882-2023506,2022-11-19,Amazon EU,22,Parxet Reserva Ecológico Brut - DO Cava - Estuche regalo 4 botellas 75cl,B09JT4J3DX,1,28.67,21,6.02,34.69,Cocina,2060.86,307.88,2360.14,yes,pdfs/20221123_Tax Invoice_404-6782882-2023506.pdf
404-6782882-2023506,2022-11-19,Amazon EU,23,"7 Magnífics Senat del Montsant, Vino Tinto, 75 cl - 750 ml",B01N2N7K3S,3,8.89,21,5.61,32.28,Bebidas,2060.86,307.88,2360.14,yes,pdfs/20221123_Tax Invoice_404-6782882-2023506.pdf
404-6782882-2023506,2022-11-19,Amazon EU,24,Cerveza 1906 Red Vintage Pack 24x33cl latas,B08MLFXS29,1,15.62,21,3.28,18.9,Alimentación,2060.86,307.88,2360.14,yes,pdfs/20221123_Tax Invoice_404-6782882-2023506.pdf
404-6782882-2023506,2022-11-19,Amazon EU,25,"TORRES BRANDY Jaime I, Brandy, 70 cl - 700 ml",B0042RRQKO,2,49.59,21,20.82,120,Bebidas,2060.86,307.88,2360.14,yes,pdfs/20221123_Tax Invoice_404-6782882-2023506.pdf
404-6782882-2023506,2022-11-19,Amazon EU,26,Four Roses Small Batch Whisky de Bourbon - 700 ml,B003ZIUA9A,1,25.61,21,5.38,30.99,Bebidas,2060.86,307.88,2360.14,yes,pdfs/20221123_Tax Invoice_404-6782882-2023506.pdf
404-6782882-2023506,2022-11-19,Amazon EU,27,"Plymouth Original Ginebra, 700ml",B0074HZD22,1,14.62,21,3.07,17.69,Bebidas,2060.86,307.88,2360.14,yes,pdfs/20221123_Tax Invoice_404-6782882-2023506.pdf
404-6782882-2023506,2022-11-19,Amazon EU,28,"Ron Matusalem - Ron Añejo - Gran Reserva 15 años - Botella 700 ml - Vol. 0,7l",B001P4YZGK,1,19.6,21,4.12,23.72,Alimentación,2060.86,307.88,2360.14,yes,pdfs/20221123_Tax Invoice_404-6782882-2023506.pdf
404-6782882-2023506,2022-11-19,Amazon EU,29,"Cerveza 1906 Reserva Especial - Paquete de 24 latas de 330 ml - Bebida alcohólica 6,5% de volumen en",B086KCDWJ9,1,14.57,21,3.06,17.63,Alimentación,2060.86,307.88,2360.14,yes,pdfs/20221123_Tax Invoice_404-6782882-2023506.pdf
404-6782882-2023506,2022-11-19,Amazon EU,30,PIXOBITZ - KIT MANUALIDADES NIÑOS - Pack de Creaciónes 3D Pixobitz con 156 Cubos Transparentes que s,B09NPPL96M,3,9.08,21,1.91,29.15,Bebés,2060.86,307.88,2360.14,yes,pdfs/20221123_Tax Invoice_404-6782882-2023506.pdf
404-6782882-2023506,2022-11-19,Amazon EU,31,"Goula - Hungry monster, Juego de mesa preescolar a partir de 3 años",B085M33NPD,1,11.02,21,2.31,13.33,Juegos,2060.86,307.88,2360.14,yes,pdfs/20221123_Tax Invoice_404-6782882-2023506.pdf
404-6782882-2023506,2022-11-19,Amazon EU,32,"Mattel Games Save the Monkeys, 2-4 jugadores, Juego para niños a partir de 5 años, 52563, Versión Es",B00007F8Q0,1,14.04,21,2.95,16.99,Bebés,2060.86,307.88,2360.14,yes,pdfs/20221123_Tax Invoice_404-6782882-2023506.pdf
404-6782882-2023506,2022-11-19,Amazon EU,33,"HOMCENT Juego de martillo con xilófono Montessori Juguete educativo a partir de 1 año, juguete music",B09W5734TZ,1,19.99,0,0,17.99,Alimentación,2060.86,307.88,2360.14,yes,pdfs/20221123_Tax Invoice_404-6782882-2023506.pdf
404-6782882-2023506,2022-11-19,Amazon EU,34,"Tiny Love Wonder Buddy Coco la Ratona, Juguete educativo de aprendizaje para niños de 1 año, Juguete",B08C3Q8CTV,1,21.01,21,4.41,25.42,Alimentación,2060.86,307.88,2360.14,yes,pdfs/20221123_Tax Invoice_404-6782882-2023506.pdf
404-6782882-2023506,2022-11-19,Amazon EU,35,"SmartGames - My First Safari Animals, Juguetes Niños 1 Año O Más, Juguetes Para Niños, Juguetes Anim",B06Y3V1WXG,1,24.74,21,5.2,29.94,Bebés,2060.86,307.88,2360.14,yes,pdfs/20221123_Tax Invoice_404-6782882-2023506.pdf
404-6782882-2023506,2022-11-19,Amazon EU,36,Goliath Let's Go Fishing Original Juego de Pesca para niños,B07J6R9SCL,1,9.5,21,1.99,11.49,Bebés,2060.86,307.88,2360.14,yes,pdfs/20221123_Tax Invoice_404-6782882-2023506.pdf
404-6782882-2023506,2022-11-19,Amazon EU,37,Voll-Damm Cerveza - Paquete de 24 x 330 ml - Total: 7920 ml,B01AGF8NT8,1,13.21,21,2.78,15.99,Alimentación,2060.86,307.88,2360.14,yes,pdfs/20221123_Tax Invoice_404-6782882-2023506.pdf
404-6782882-2023506,2022-11-19,Amazon EU,38,KidKraft 65252 Casa de muñecas de madera Majestic Mansion para muñecas de 30 cm con 34 accesorios in,B0042F99PG,1,109.08,21,22.91,131.99,Hogar,2060.86,307.88,2360.14,yes,pdfs/20221123_Tax Invoice_404-6782882-2023506.pdf
404-6782882-2023506,2022-11-19,Amazon EU,39,"Estuche regalo 2 Cavas Anna de Codorníu + 1 Vino tinto Legaris Roble, DO Ribera del Duero - 3 botell",B09M7FQT9G,3,15.12,21,9.51,54.87,Bebidas,2060.86,307.88,2360.14,yes,pdfs/20221123_Tax Invoice_404-6782882-2023506.pdf
404-6782882-2023506,2022-11-19,Amazon EU,40,Pierre Ferrand Reserve 1 Cru de Cognac Grand Champanes in Gift Box - 700 ml,B071J1DVP2,1,54.92,21,11.53,66.45,Bebidas,2060.86,307.88,2360.14,yes,pdfs/20221123_Tax Invoice_404-6782882-2023506.pdf
404-6782882-2023506,2022-11-19,Amazon EU,41,"Guinness Draught Cerveza Ale Negra Irlandesa Pack Botella, 24 x 33cl",B07B5DS1VL,1,38.01,21,7.98,45.99,Cocina,2060.86,307.88,2360.14,yes,pdfs/20221123_Tax Invoice_404-6782882-2023506.pdf
404-6782882-2023506,2022-11-19,Amazon EU,42,PIXOBITZ - KIT MANUALIDADES NIÑOS - Pack de Creaciónes 3D Pixobitz con 156 Cubos Transparentes que s,B09NPPL96M,3,9.08,21,1.91,29.15,Bebés,2060.86,307.88,2360.14,yes,pdfs/20221123_Tax Invoice_404-6782882-2023506.pdf
404-6782882-2023506,2022-11-19,Amazon EU,43,"Hasbro Gaming - Simon (E93835L0), color/modelo surtido",B07YNKKGRJ,1,13.38,0,0,13.38,Otros,2060.86,307.88,2360.14,yes,pdfs/20221123_Tax Invoice_404-6782882-2023506.pdf
404-6782882-2023506,2022-11-19,Amazon EU,44,"Amazon Essentials Disney | Marvel Pijama Ceñido de Algodón con Pies Unisex Niño, Pack de 2, Green, S",B08WY5186N,1,14.75,0,0,14.75,Ropa/Calzado,2060.86,307.88,2360.14,yes,pdfs/20221123_Tax Invoice_404-6782882-2023506.pdf
404-6782882-2023506,2022-11-19,Amazon EU,45,Simple Joys by Carter's Conjunto de Pijama de 4 Piezas en Felpa (Parte Superior de Poliéster y Parte,B084HKX423,1,21.82,0,0,21.82,Ropa/Calzado,2060.86,307.88,2360.14,yes,pdfs/20221123_Tax Invoice_404-6782882-2023506.pdf
408-0610776-2030765,2022-11-18,Amazon EU,1,"MORIGAMI Servilleta 40x40, 2 capas, pliegue 1/4, 50 servilletas, punta-punta, Oro (SER42108013)",B074CP3J76,3,2.85,21,1.8,10.35,Hogar,69.52,3.6,73.12,yes,pdfs/20221119_Tax Invoice_408-0610776-2030765.pdf
408-0610776-2030765,2022-11-18,Amazon EU,2,MATANA - 40 Platos Transparentes de Plástico Duro con Borde Dorado - 2 Tamaños (19 cm y 26 cm)/ Mena,B081QDYGQH,1,29.74,0,0,29.74,Cocina,69.52,3.6,73.12,yes,pdfs/20221119_Tax Invoice_408-0610776-2030765.pdf
408-0610776-2030765,2022-11-18,Amazon EU,3,"SWECOMZE Pack de 6 servilletas de lino, 100% algodón y lino, servilletas de tela, 40 cm x 40 cm, ser",B09KNGYTB9,1,22.68,0,0,22.68,Hogar,69.52,3.6,73.12,yes,pdfs/20221119_Tax Invoice_408-0610776-2030765.pdf
408-0610776-2030765,2022-11-18,Amazon EU,4,"Morigami, Servilleta Tamaño Estándar, Pliegue 1/4, Punta Punta, Verde, 50 servilletas",B074CMVZQL,3,2.85,21,1.8,10.35,Hogar,69.52,3.6,73.12,yes,pdfs/20221119_Tax Invoice_408-0610776-2030765.pdf
408-9606121-7839503,2022-11-18,GIANTEX,1,"Giantex Mesa Plegable de Madera Multifuncional para Comedor, Sala de Estar, Jardín, Balcón, Oficina,",B08L6LH4PT,1,168.9,0,0,168.9,Plantas,168.9,0,168.9,no,
408-0871679-5494722,2022-11-18,SHENZHENSHIKELIKEMAOYIYOUXIANGONGSI,1,"Chickwin Mantel Antimanchas Redondo, Mantel de Mesa Impermeable Diseño de Borde Elástico, Estampado ",B08ZHPJ1QK,1,8.39,0,0,13.38,Hogar,8.39,0,13.38,yes,pdfs/20221119_Tax Invoice_408-0871679-5494722.pdf
408-2606974-5572346,2022-11-18,"Fu Zhou Shi Cang Shan Qu Chu Jiu Wang Luo Ke Ji Co., Ltd",1,Insun Mantel de Mesa Redonda Antimanchas Lavable Mantel de Lino de Algodón con Encaje Bordes Mantele,B07QWVV8W3,1,39.81,0,0,46.8,Hogar,39.81,0,46.8,yes,pdfs/20221121_Tax Invoice_408-2606974-5572346.pdf
408-7070329-9929123,2022-11-18,HD Home Direct Limited,1,"Home Direct Mantel 100% poliéster, Redondo 180cm Verde Salvia",B0831BHD83,1,17.12,0,0,17.12,Alimentación,17.12,0,17.12,yes,pdfs/20221119_Tax Invoice_408-7070329-9929123.pdf
408-7924628-7607533,2022-11-18,Amazon EU,1,"Moritz & Moritz set de 18 piezas de loza, vajilla para 6 personas - servicio de mesa con 6 platos no",B099JC9ZMT,1,148.75,0,0,148.75,Cocina,1106.82,112.42,1210.62,yes,pdfs/20221119_Tax Invoice_408-7924628-7607533.pdf
408-7924628-7607533,2022-11-18,Amazon EU,2,"Geomag Gravity Up & Down Circuit Juego de construcción de 330 piezas (776), Multicolor",B07BJL8B73,1,43.63,0,0,43.63,Juegos,1106.82,112.42,1210.62,yes,pdfs/20221119_Tax Invoice_408-7924628-7607533.pdf
408-7924628-7607533,2022-11-18,Amazon EU,3,Janod - Carro Multiactividad Sweet Cocoon - Carro de Madera para aprender a caminar - 9 Actividades ,B08SXSGFH4,1,50.74,21,10.65,61.39,Otros,1106.82,112.42,1210.62,yes,pdfs/20221119_Tax Invoice_408-7924628-7607533.pdf
408-7924628-7607533,2022-11-18,Amazon EU,4,"LEGO 42144 Technic Manipuladora de Materiales con Funciones Neumáticas y Manuales, Juguete Mecánico,",B09QFK4CHT,1,67.44,21,14.16,81.6,Alimentación,1106.82,112.42,1210.62,yes,pdfs/20221119_Tax Invoice_408-7924628-7607533.pdf
408-7924628-7607533,2022-11-18,Amazon EU,5,"Nancy - Espejo 1001 Peinados, muñeca con un Armario Lleno Accesorios para Jugar a Hacer Peinados Div",B07QJT88YV,1,42.96,21,9.02,51.98,Hogar,1106.82,112.42,1210.62,yes,pdfs/20221119_Tax Invoice_408-7924628-7607533.pdf
408-7924628-7607533,2022-11-18,Amazon EU,6,"Nancy - Un día brillando en la oscuridad, Muñeca de pelo rosa y pintalabios que brillan en la oscuri",B0968JFCNY,1,19.82,21,4.16,23.98,Hogar,1106.82,112.42,1210.62,yes,pdfs/20221119_Tax Invoice_408-7924628-7607533.pdf
408-7924628-7607533,2022-11-18,Amazon EU,7,"Playmobil Calendario de Adviento 9485 Baile de Navidad en el Salón de Cristal, A partir de 4 años, E",B07B41JMNF,1,14.54,0,0,14.54,Alimentación,1106.82,112.42,1210.62,yes,pdfs/20221119_Tax Invoice_408-7924628-7607533.pdf
408-7924628-7607533,2022-11-18,Amazon EU,8,Buki France 7341ES - Globo día y noche,B01N06DR93,1,26.31,21,5.53,31.84,Juegos,1106.82,112.42,1210.62,yes,pdfs/20221119_Tax Invoice_408-7924628-7607533.pdf
408-7924628-7607533,2022-11-18,Amazon EU,9,Buki France MR001 - Portaobjetos para microscopio,B07LFQZLPD,1,9.01,21,1.89,10.9,Otros,1106.82,112.42,1210.62,yes,pdfs/20221119_Tax Invoice_408-7924628-7607533.pdf
408-7924628-7607533,2022-11-18,Amazon EU,10,"4M-404720 Kidzmaker Estudio de Moda, Multicolor (404720) , color/modelo surtido",B07B4ZLZXX,1,11.15,21,2.34,13.49,Bebés,1106.82,112.42,1210.62,yes,pdfs/20221119_Tax Invoice_408-7924628-7607533.pdf
408-7924628-7607533,2022-11-18,Amazon EU,11,"REAWOW Copas de champán con Borde de Copas de champán, Juego de Regalo de Cristal Moderno, soplado a",B07TLBMTX2,1,17.99,0,0,17.99,Cocina,1106.82,112.42,1210.62,yes,pdfs/20221119_Tax Invoice_408-7924628-7607533.pdf
408-7924628-7607533,2022-11-18,Amazon EU,12,Chicco Monkey Strike Juego de Bolos para Niños con 6 Bolos Desmontables y Apilables en 12 Piezas con,B00HYZIRCC,1,10.74,21,2.25,12.99,Cocina,1106.82,112.42,1210.62,yes,pdfs/20221119_Tax Invoice_408-7924628-7607533.pdf
408-7924628-7607533,2022-11-18,Amazon EU,13,"Duracell - Pilas de botón de litio 2032 de 3 V, paquete de 8, con Tecnología Baby Secure, para uso e",B06VW5BH2K,1,7.23,21,1.52,8.75,Alimentación,1106.82,112.42,1210.62,yes,pdfs/20221119_Tax Invoice_408-7924628-7607533.pdf
408-7924628-7607533,2022-11-18,Amazon EU,14,"BIC Cristal Bolígrafos, Original, Óptimo para material escolar,Azul, Punta Media (1,0mm), Material O",B000I5VY8Y,1,3.89,21,0.82,4.71,Cocina,1106.82,112.42,1210.62,yes,pdfs/20221119_Tax Invoice_408-7924628-7607533.pdf
408-7924628-7607533,2022-11-18,Amazon EU,15,"Post-it Super Sticky Notas, Colección Carnival, 76 mm x 76 mm, 90 hojas ( Paquete de 6 )",B00QNBLILK,1,3.24,21,0.68,3.92,Alimentación,1106.82,112.42,1210.62,yes,pdfs/20221119_Tax Invoice_408-7924628-7607533.pdf
408-7924628-7607533,2022-11-18,Amazon EU,16,"Munchkin juguete de baño flota y juega con burbujas, pack de 4",B07HZDHJ66,1,8.26,21,1.73,9.99,Alimentación,1106.82,112.42,1210.62,yes,pdfs/20221119_Tax Invoice_408-7924628-7607533.pdf
408-7924628-7607533,2022-11-18,Amazon EU,17,"MAGIC SELECT Cactus Bailarin con Movimiento Electrónico, Luces y 120 Canciones. Juguete de Peluche Q",B099K3FWJV,2,10.73,21,4.5,25.96,Alimentación,1106.82,112.42,1210.62,yes,pdfs/20221119_Tax Invoice_408-7924628-7607533.pdf
408-7924628-7607533,2022-11-18,Amazon EU,18,"KAHEIGN 60 Piezas Vasos de Plástico con Purpurina Dorada, 270ml Tazas de Postre Redondas Tazón Trans",B09P8LFJ1D,1,16.66,0,0,16.66,Cocina,1106.82,112.42,1210.62,yes,pdfs/20221119_Tax Invoice_408-7924628-7607533.pdf
408-7924628-7607533,2022-11-18,Amazon EU,19,"Amazon Basics - Pilas alcalinas AA de 1,5 voltios, gama Performance, paquete de 100 (el aspecto pued",B01B8R6PF2,1,19.91,21,4.18,24.09,Alimentación,1106.82,112.42,1210.62,yes,pdfs/20221119_Tax Invoice_408-7924628-7607533.pdf
408-7924628-7607533,2022-11-18,Amazon EU,20,Clementoni - Crazy Chic Cool Nail Art - Estudio de manicura infantil- 6 años (18599),B08DG3XGMQ,1,16.53,21,3.47,20,Bebés,1106.82,112.42,1210.62,yes,pdfs/20221119_Tax Invoice_408-7924628-7607533.pdf
408-7924628-7607533,2022-11-18,Amazon EU,21,Juguetes Montessori 1 2 Años Madera Xilofono Infantil Banco Herramientas Laberinto Juguetes Niños 1 ,B082MGKPSV,1,31.99,0,0,24.99,Bebés,1106.82,112.42,1210.62,yes,pdfs/20221119_Tax Invoice_408-7924628-7607533.pdf
408-7924628-7607533,2022-11-18,Amazon EU,22,"REAWOW Copas de champán con Borde de Copas de champán, Juego de Regalo de Cristal Moderno, soplado a",B07TLBMTX2,2,17.99,0,0,35.98,Cocina,1106.82,112.42,1210.62,yes,pdfs/20221119_Tax Invoice_408-7924628-7607533.pdf
408-7924628-7607533,2022-11-18,Amazon EU,23,"Lobyoh Alfombra Musical para Niños, 4 Modos, 8 Instrumentos Musicales, Alfombra de Baile Alfombrilla",B0B81PVK7D,1,16.15,0,0,16.15,Hogar,1106.82,112.42,1210.62,yes,pdfs/20221119_Tax Invoice_408-7924628-7607533.pdf
408-7924628-7607533,2022-11-18,Amazon EU,24,"Geomag Gravity Shoot & Catch Juego de construcción de 243 piezas (774), Multicolor",B07BJL4SYF,1,26.69,21,5.6,32.29,Juegos,1106.82,112.42,1210.62,yes,pdfs/20221119_Tax Invoice_408-7924628-7607533.pdf
408-7924628-7607533,2022-11-18,Amazon EU,25,"Bolsa de Agua Caliente de 2L, Dawdix Botellas de Agua Caliente con Suave Felpa Funda, Hot Water Bott",B09B9KKVKN,1,8.94,0,0,8.94,Alimentación,1106.82,112.42,1210.62,yes,pdfs/20221119_Tax Invoice_408-7924628-7607533.pdf
408-7924628-7607533,2022-11-18,Amazon EU,26,"Bolsa de Agua Caliente de 2L, Dawdix Botellas de Agua Caliente con Suave Felpa Funda, Hot Water Bott",B09B9FP8WB,1,9.18,0,0,9.18,Alimentación,1106.82,112.42,1210.62,yes,pdfs/20221119_Tax Invoice_408-7924628-7607533.pdf
408-7924628-7607533,2022-11-18,Amazon EU,27,"Amazon Basics - Pilas alcalinas de 9 voltios, gama Everyday, paquete de 8 (el aspecto puede variar)",B00MH4QM1S,1,8.8,0,0,8.8,Alimentación,1106.82,112.42,1210.62,yes,pdfs/20221119_Tax Invoice_408-7924628-7607533.pdf
408-7924628-7607533,2022-11-18,Amazon EU,28,Amazon Basics - Pilas alcalinas AAA de uso industrial (40 unidades),B07MLDJF3B,1,7.29,0,0,7.29,Tecnología,1106.82,112.42,1210.62,yes,pdfs/20221119_Tax Invoice_408-7924628-7607533.pdf
408-7924628-7607533,2022-11-18,Amazon EU,29,Buki France MS907B - Microscopio 30 experimentos,B008HP03BQ,1,21.07,21,4.43,25.5,Otros,1106.82,112.42,1210.62,yes,pdfs/20221119_Tax Invoice_408-7924628-7607533.pdf
408-7924628-7607533,2022-11-18,Amazon EU,30,"Mega Construx Barbie Casa de Malibú, muñecas con casa de bloques de construcción y accesorios de jug",B08QR6KVTB,1,18,21,3.78,21.78,Hogar,1106.82,112.42,1210.62,yes,pdfs/20221119_Tax Invoice_408-7924628-7607533.pdf
408-7924628-7607533,2022-11-18,Amazon EU,31,"Nescafé Farmers Origins cápsulas de café, 4 Variantes, 80 Cápsulas, 8x10 Aprobado para Máquinas Nesp",B0B8SWK9MN,5,20.45,10,10.2,112.45,Alimentación,1106.82,112.42,1210.62,yes,pdfs/20221119_Tax Invoice_408-7924628-7607533.pdf
408-7924628-7607533,2022-11-18,Amazon EU,32,"Geomag - Mechanics Gravity Combo Race & Loops, Juego Educativo y Creativo para Niños, Construcciones",B09FT9X58J,1,28.09,21,5.9,33.99,Bebés,1106.82,112.42,1210.62,yes,pdfs/20221119_Tax Invoice_408-7924628-7607533.pdf
408-7924628-7607533,2022-11-18,Amazon EU,33,Solycarpa Juego De 6 Copas De Color a Elegir de Cristal. Modelo Transparente Personalizado para Fies,B0BFJLV9XQ,1,24.75,21,5.2,29.95,Alimentación,1106.82,112.42,1210.62,yes,pdfs/20221119_Tax Invoice_408-7924628-7607533.pdf
408-7924628-7607533,2022-11-18,Amazon EU,34,HANMUN Sonajeros de Bebe Juguetes de Mordedor Infante Sacudiendo la Campana Conjunto de Sonajero con,B08JSLWZF3,1,20.99,0,0,20.99,Alimentación,1106.82,112.42,1210.62,yes,pdfs/20221119_Tax Invoice_408-7924628-7607533.pdf
408-7924628-7607533,2022-11-18,Amazon EU,35,LxTek Tinta 364XL Compatible para HP 364 364XL Pack para HP Photosmart 5520 6520 5510 6510 7510 7520,B07DQK2816,2,16.16,0,0,30.7,Oficina,1106.82,112.42,1210.62,yes,pdfs/20221119_Tax Invoice_408-7924628-7607533.pdf
408-7924628-7607533,2022-11-18,Amazon EU,36,Kinderplay Tocador de Maquillaje Grande de Madera - con Espejo para Niñas - Tocador Maquillaje con A,B08NXKPR8B,1,104.49,0,0,104.49,Hogar,1106.82,112.42,1210.62,yes,pdfs/20221119_Tax Invoice_408-7924628-7607533.pdf
408-7924628-7607533,2022-11-18,Amazon EU,37,Star Ibaby Parque de Bebés Ultraligero Oxford + Nueva Alfombra Soft Diseño Antideslizante.,B0838NL4NQ,1,49.58,21,10.41,59.99,Hogar,1106.82,112.42,1210.62,yes,pdfs/20221119_Tax Invoice_408-7924628-7607533.pdf
408-8007637-6143542,2022-11-18,taiantianyimeidianzishangwuyouxiangongsi,1,"BMIDRUT Manteles de ganchillo redondos de encaje rojo,manteles de ganchillo de poliéster vintage,man",B09H4LKQW5,1,21.99,0,0,21.99,Hogar,21.99,0,21.99,yes,pdfs/20221123_Tax Invoice_408-8007637-6143542.pdf
408-0456156-8534745,2022-11-18,Trena Sp. z o.o.,1,"Dodot Toallitas Aqua Pure para Bebé, 99% Agua, 864 Toallitas, 18 Paquetes (18x48)",B0857VM1FS,2,28.92,21,12.14,69.98,Alimentación,162.23,27.57,189.8,yes,pdfs/20221120_Tax Invoice_408-0456156-8534745.pdf
408-0456156-8534745,2022-11-18,Trena Sp. z o.o.,2,"L'Oréal Professionnel | Champú Tratamiento Reconstructor para cabellos secos y dañados, Absolut Repa",B0959XMKF8,1,15.64,21,3.29,18.93,Belleza,162.23,27.57,189.8,yes,pdfs/20221120_Tax Invoice_408-0456156-8534745.pdf
408-0456156-8534745,2022-11-18,Trena Sp. z o.o.,3,"Dodot Toallitas Aqua Pure para Bebé, 99% Agua, 864 Toallitas, 18 Paquetes (18x48)",B0857VM1FS,2,28.92,21,12.14,69.98,Alimentación,162.23,27.57,189.8,yes,pdfs/20221120_Tax Invoice_408-0456156-8534745.pdf
408-0456156-8534745,2022-11-18,Trena Sp. z o.o.,4,L'Oréal Professionnel | Experto en Serie | Mascarilla capilar ligera Absolut Repair | Para cabello f,B07RTJWSCZ,1,30.91,0,0,30.91,Bricolaje,162.23,27.57,189.8,yes,pdfs/20221120_Tax Invoice_408-0456156-8534745.pdf
408-2957868-5085938,2022-11-18,Bodegas Rincon Privado SL,1,Matua Valley Marlborough Sauvignon Blanc - Pack por 4 botellas,B0BJVLT6YC,2,46.12,21,19.36,111.6,Cocina,92.24,19.36,111.6,yes,pdfs/20221121_Tax Invoice_408-2957868-5085938.pdf
408-5014589-4690731,2022-11-18,Distribuidora de Bebidas Baco S.A.,1,Cloudy Bay Sauvignon 2020,B0879DF1XD,3,32.95,0,0,98.85,Libros,98.85,0,98.85,no,
408-7669106-2044342,2022-11-18,Il Gabbiano Azzurro Srl,1,"Freddy - WR.up® Shaping Effect - Talle Bajo - 7/8 - Efecto Denim - Lavado Claro, Jeans Gris-Costuras",B00U2VQ4A2,0,0,0,0,0,Alimentación,0,0,0,no,
408-8813850-9188360,2022-11-18,Amazon EU,1,"Coto de Imaz Reserva Vino Tinto Rioja, 75ml",B01LQG4EPS,5,6.6,21,6.95,39.95,Bebidas,916.87,183,1092.12,yes,pdfs/20221119_Tax Invoice_408-8813850-9188360.pdf
408-8813850-9188360,2022-11-18,Amazon EU,2,Anna de Codorníu Reserva Blanc de Blancs - Cava Brut - Edición Limitada - 75cl,B09JT4GLTF,5,5.94,21,6.25,35.95,Bebidas,916.87,183,1092.12,yes,pdfs/20221119_Tax Invoice_408-8813850-9188360.pdf
408-8813850-9188360,2022-11-18,Amazon EU,3,Antaño Tempranillo - Vino Tinto D.O Rioja - Caja de 6 Botellas x 750 ml,B00FRHID46,1,14.63,21,3.07,17.7,Cocina,916.87,183,1092.12,yes,pdfs/20221119_Tax Invoice_408-8813850-9188360.pdf
408-8813850-9188360,2022-11-18,Amazon EU,4,Anna de Codorníu - Cava Brut Nature - 75cl,B07DSYM6KL,6,7.18,21,9.06,52.14,Bebidas,916.87,183,1092.12,yes,pdfs/20221119_Tax Invoice_408-8813850-9188360.pdf
